Identifiant du carnet,Date de saisie du carnet,Date de jour de collecte,Origine,Ligne n�,Nature de la dépense,Montant,Enseigne ou type de magasin,coicop,Libellé coicop
10158565_01,02/08/2024,06/06/2024,TABLEAU,1,LAIT 1/2 ECREME UHT,6,//,01.1.4.2.0,Lait écrémé
10158672_01,09/08/2024,03/06/2024,TABLEAU,2,LAIT 1L,1.8,PETITE DISTRIBUTION,01.1.4.2.0,Lait écrémé
10156503_01,29/08/2024,20/06/2024,TABLEAU,12,LAIT 2B,2.3,//,01.1.4.2.0,Lait écrémé
10158782_01,20/08/2024,24/05/2024,TABLEAU,3,LAIT D'AMANDE,2.9,LIDL,01.1.4.4.2,Lait d'amande
10158775_01,20/08/2024,01/06/2024,TABLEAU,5,LAIT ET YAOURT,12.8,LECLERC,01.1.4.2.0,Lait écrémé
10158147_01,28/08/2024,14/06/2024,TABLEAU,2,LAIT MATERNEL,20,PHARMACIE,01.1.9.2.1,Préparation pour nourrissons
10158147_01,28/08/2024,//,TABLEAU,1,LAIT MATERNEL,20,PHARMACIE,01.1.9.2.1,Préparation pour nourrissons
10157333_02,21/08/2024,01/06/2024,TABLEAU,1,LAIT POUDRE NOURISSON,15,PHARMACIE,01.1.9.2.1,Préparation pour nourrissons
10156542_01,29/08/2024,18/05/2024,TABLEAU,2,LAIT UHT EXTRA LEGERE 3 X 20CL,2.1,U EXPRESS DIAMANT,01.1.4.2.0,Lait écrémé
10157372_01,06/09/2024,07/06/2024,TABLEAU,2,LAIT VEGETAL - HUILE ESSENTIEL,104.6,NATURALIA,98.1.2,Courses en supermarché
10157074_01,04/09/2024,21/06/2024,TABLEAU,2,"LAIT, TOMATE ET ABRICOT","7,5",,98.1.1,Courses alimentaires
10157075_01,04/09/2024,15/06/2024,TABLEAU,5,LAITERIE,1.8,FROMAGER,01.1.4.2.0,Lait écrémé
10157365_01,06/09/2024,12/06/2024,TABLEAU,2,LAITS CONCENTRES X 2 PAQUETS,19.8,DESTRELAND CARREFOUR,01.1.4.3.1,Lait condensé ou évaporé
10156856_02,07/10/2024,27/06/2024,TABLEAU,1,LAMES COUPE BORDURE,10.7,AMAZON,04.3.1.1.2,"Articles de quincaillerie, fourniture pour bricolage autres qu’en bois"
10156969_01,26/08/2024,06/06/2024,TABLEAU,1,LAMES DE RASOIRS,2.7,AUCHAN,13.1.2.0.6,"Autres appareils, articles et produits pour soins corporels n.c.a."
10157421_01,06/09/2024,//,TABLEAU,2,LAMES DE VOLET,309.5,GEDIMAT,04.3.1.1.6,Autres matériaux
10158864_01,22/08/2024,26/04/2024,TABLEAU,1,LAMPADAIRE + SUSPENSION,186,LEROY MERLIN,05.1.1.3,Matériel d'éclairage (D)
10156579_01,23/08/2024,12/06/2024,TABLEAU,1,LAMPE DE CHEVET,5,RECYCLERIE,05.1.1.3,Matériel d'éclairage (D)
10156872_01,23/08/2024,04/06/2024,TABLEAU,2,LAMPE ENFANT,25,,05.1.1.3,Matériel d'éclairage (D)
10157836_01,25/07/2024,24/05/2024,TABLEAU,2,LANGUE DE BOEUF LE MADERE,12.4,CARREFOUR MARKET,01.1.2.5.9,"Autres préparations de viande, d'abats ou de sang nca"
10158341_01,03/09/2024,05/06/2024,TABLEAU,2,LARD,1.9,SUPER U,01.1.2.3.2,"Viande de porc, découpe, salée, séchée ou fumée (bacon et jambon)"
10158734_01,08/08/2024,27/05/2024,TABLEAU,1,LASER,50,DR GAULT,06.2.3.1,Services curatifs et de réadaptation ambulatoires (S)
10157135_01,24/07/2024,27/05/2024,TABLEAU,1,LAVAGE AUTO,15,TOTAL WASH,07.2.3.0.1,Entretien de véhicules particuliers
10157872_01,06/09/2024,31/05/2024,TABLEAU,1,LAVAGE COUETTE,4,//,05.6.2.9,Autres services domestiques (S)
10156817_01,11/09/2024,28/06/2024,TABLEAU,14,LAVAGE VOITURE,50,LE TUNNEL,07.2.3.0.1,Entretien de véhicules particuliers
10156713_01,02/09/2024,06/06/2024,TABLEAU,2,LAVAGE VOITURE,9,INTERMARCHE,07.2.3.0.1,Entretien de véhicules particuliers
10157110_01,10/09/2024,16/06/2024,TABLEAU,1,LAVAGE VOITURE,8,//,07.2.3.0.1,Entretien de véhicules particuliers
10157496_01,06/09/2024,02/06/2024,TABLEAU,10,LAVAGE VOITURE,8,ELEPHANT BLEU,07.2.3.0.1,Entretien de véhicules particuliers
10156866_01,23/08/2024,18/06/2024,TABLEAU,2,LAVAGE VOITURE,6,TRADIWASH,07.2.3.0.1,Entretien de véhicules particuliers
10157000_01,26/08/2024,05/06/2024,TABLEAU,1,LAVAGE VOITURE,6,LONS LAVAGE AUTO,07.2.3.0.1,Entretien de véhicules particuliers
10158335_01,09/09/2024,24/06/2024,TABLEAU,1,LAVAGE VOITURE,3,//,07.2.3.0.1,Entretien de véhicules particuliers
10156823_04,29/08/2024,19/06/2024,TABLEAU,1,LE BEFFROI,13.4,BAR,11.1.1.1,"Restaurants, cafés et autres établissements similaires - avec service complet (S)"
10158783_01,30/08/2024,13/06/2024,TABLEAU,1,LECLERC,77.9,LECLERC,98.1.2,Courses en supermarché
10157434_01,06/09/2024,22/06/2024,TABLEAU,2,LECLERC,51.6,LECLERC,98.1.2,Courses en supermarché
10157835_02,25/07/2024,30/05/2024,TABLEAU,1,LECLERC (COURSE),54.8,LECLERC DRIVE,98.1.2,Courses en supermarché
10157779_01,13/08/2024,23/05/2024,TABLEAU,1,LECLERC (COURSES),56.2,E.LECLERC,98.1.2,Courses en supermarché
10158709_01,28/08/2024,03/06/2024,TABLEAU,2,LECLERC ALIMENTATION,"178.5,0",,98.1.1,Courses alimentaires
10158771_01,20/08/2024,04/06/2024,TABLEAU,1,LECLERC ALIMENTATION,149.3,LECLERC,98.1.1,Courses alimentaires
10157180_01,28/08/2024,17/06/2024,TABLEAU,3,LECLERC DRIVE,168.7,LECLERC DRIVE,98.1.2,Courses en supermarché
10157294_01,06/09/2024,23/06/2024,TABLEAU,1,LECLERC-COURSES,39.5,LECLERC,98.1.2,Courses en supermarché
10156950_01,04/09/2024,//,TABLEAU,1,LECLERCQ DRIVE,81.1,COURSE,98.1.2,Courses en supermarché
10158838_01,04/09/2024,15/06/2024,TABLEAU,2,LEGUME,12.3,MARCHER,01.1.7,"Légumes, tubercules, bananes plantains, bananes à cuire et légumineuses (ND)"
10158838_01,04/09/2024,14/06/2024,TABLEAU,5,LEGUME ET FRUIT,35,MARCHE,98.1.1,Courses alimentaires
10157479_01,21/08/2024,25/05/2024,TABLEAU,1,LEGUME ET FRUIT DIVERS,15,MARCHE,98.1.1,Courses alimentaires
10157117_02,21/08/2024,08/06/2024,TABLEAU,2,LEGUMES,50,FERME (PRODUCTEURS),01.1.7,"Légumes, tubercules, bananes plantains, bananes à cuire et légumineuses (ND)"
10156718_01,12/08/2024,04/06/2024,TABLEAU,3,LEGUMES,21.8,"MARAICHER ""DAME BLANCHE""",01.1.7,"Légumes, tubercules, bananes plantains, bananes à cuire et légumineuses (ND)"
10158407_01,07/08/2024,25/05/2024,TABLEAU,3,LEGUMES,20,MARCHE,01.1.7,"Légumes, tubercules, bananes plantains, bananes à cuire et légumineuses (ND)"
10157685_01,06/09/2024,29/06/2024,TABLEAU,2,LEGUMES,18.4,MARCHE,01.1.7,"Légumes, tubercules, bananes plantains, bananes à cuire et légumineuses (ND)"
10157860_01,25/07/2024,29/05/2024,TABLEAU,1,LEGUMES,18.3,MARCHE,01.1.7,"Légumes, tubercules, bananes plantains, bananes à cuire et légumineuses (ND)"
10158198_01,06/08/2024,28/05/2024,TABLEAU,1,LEGUMES,18,CASIER (PAS DE TICKET),01.1.7,"Légumes, tubercules, bananes plantains, bananes à cuire et légumineuses (ND)"
10158198_01,06/08/2024,25/05/2024,TABLEAU,2,LEGUMES,16.8,LA CLE DES CHAMPS,01.1.7,"Légumes, tubercules, bananes plantains, bananes à cuire et légumineuses (ND)"
10156939_01,02/08/2024,29/05/2024,TABLEAU,4,LEGUMES,16.6,//,01.1.7,"Légumes, tubercules, bananes plantains, bananes à cuire et légumineuses (ND)"
10156873_02,26/08/2024,08/06/2024,TABLEAU,1,LEGUMES,15,MARCHE MAUBEUGE,01.1.7,"Légumes, tubercules, bananes plantains, bananes à cuire et légumineuses (ND)"
10158643_01,11/09/2024,18/06/2024,TABLEAU,1,LEGUMES,14.1,LIDL,01.1.7,"Légumes, tubercules, bananes plantains, bananes à cuire et légumineuses (ND)"
10157496_01,06/09/2024,02/06/2024,TABLEAU,3,LEGUMES,13.1,PRIMEURS,01.1.7,"Légumes, tubercules, bananes plantains, bananes à cuire et légumineuses (ND)"
10157111_01,10/09/2024,//,TABLEAU,4,LEGUMES,11.7,MARCHE,01.1.7,"Légumes, tubercules, bananes plantains, bananes à cuire et légumineuses (ND)"
10157758_01,13/08/2024,30/05/2024,TABLEAU,1,LEGUMES,11.2,PRODUCTEUR MARCHE,01.1.7,"Légumes, tubercules, bananes plantains, bananes à cuire et légumineuses (ND)"
10157499_01,06/09/2024,05/06/2024,TABLEAU,15,LEGUMES,11,//,01.1.7,"Légumes, tubercules, bananes plantains, bananes à cuire et légumineuses (ND)"
10157000_01,26/08/2024,06/06/2024,TABLEAU,3,LEGUMES,8,MARCHE,01.1.7,"Légumes, tubercules, bananes plantains, bananes à cuire et légumineuses (ND)"
10157000_01,26/08/2024,09/06/2024,TABLEAU,1,LEGUMES,8,MARCHE,01.1.7,"Légumes, tubercules, bananes plantains, bananes à cuire et légumineuses (ND)"
10157371_01,06/09/2024,21/06/2024,TABLEAU,3,LEGUMES,8,PARTICULIER,01.1.7,"Légumes, tubercules, bananes plantains, bananes à cuire et légumineuses (ND)"
10158775_01,20/08/2024,01/06/2024,TABLEAU,12,LEGUMES,7.4,LECLERC,01.1.7,"Légumes, tubercules, bananes plantains, bananes à cuire et légumineuses (ND)"
10158672_01,09/08/2024,03/06/2024,TABLEAU,5,LEGUMES,5.8,PETITE DISTRIBUTION,01.1.7,"Légumes, tubercules, bananes plantains, bananes à cuire et légumineuses (ND)"
10157009_01,03/09/2024,08/06/2024,TABLEAU,1,LEGUMES,4.9,MARCHE,01.1.7,"Légumes, tubercules, bananes plantains, bananes à cuire et légumineuses (ND)"
10157021_01,04/09/2024,15/06/2024,TABLEAU,1,LEGUMES,2.5,MARCHE,01.1.7,"Légumes, tubercules, bananes plantains, bananes à cuire et légumineuses (ND)"
10157335_01,05/09/2024,25/06/2024,TABLEAU,2,LEGUMES,,,01.1.7,"Légumes, tubercules, bananes plantains, bananes à cuire et légumineuses (ND)"
10158775_02,20/08/2024,01/06/2024,TABLEAU,5,LEGUMES - FRUITS,26.9,GUEDIN,98.1.1,Courses alimentaires
10156669_01,23/08/2024,06/06/2024,TABLEAU,1,LEGUMES (C.B),76,AGRICULTEURS REUNIS,01.1.7,"Légumes, tubercules, bananes plantains, bananes à cuire et légumineuses (ND)"
10156913_01,08/10/2024,22/06/2024,TABLEAU,2,LEGUMES & PRODUITS FRAIS,47.1,O'TERA,98.1.1,Courses alimentaires
10156741_02,11/09/2024,26/06/2024,TABLEAU,2,LEGUMES A LA FERME,19,DE ZORZI,01.1.7,"Légumes, tubercules, bananes plantains, bananes à cuire et légumineuses (ND)"
10156996_01,27/08/2024,21/05/2024,TABLEAU,3,LEGUMES COURSES,22,PRODUCTEURS,01.1.7,"Légumes, tubercules, bananes plantains, bananes à cuire et légumineuses (ND)"
10157021_01,04/09/2024,14/06/2024,TABLEAU,3,LEGUMES DIVERS,35.7,MARCHE,01.1.7,"Légumes, tubercules, bananes plantains, bananes à cuire et légumineuses (ND)"
10156742_03,23/08/2024,01/06/2024,TABLEAU,2,LEGUMES ET FRUITS,25,MARCHE,98.1.1,Courses alimentaires
10158694_01,09/08/2024,25/05/2024,TABLEAU,2,LEGUMES ET FRUITS,10,MR BLANC (MARCHE VIVONNE),98.1.1,Courses alimentaires
10157021_01,04/09/2024,13/06/2024,TABLEAU,1,LEGUMES ET OEUFS,7.8,UTILE,98.1.1,Courses alimentaires
10157117_02,21/08/2024,//,TABLEAU,2,LEGUMES MARCHE,38,MARCHE,01.1.7,"Légumes, tubercules, bananes plantains, bananes à cuire et légumineuses (ND)"
10157371_01,06/09/2024,23/06/2024,TABLEAU,3,LEGUMES SEC,2.8,PETITE BOUTIQUE,01.1.7.9.1,"Farine de légumes, légumes secs, tubercules, bananes plantains et bananes à cuire"
10156902_02,16/08/2024,17/05/2024,TABLEAU,2,"LEGUMES, FRUITS","8,32",,01.1.7,"Légumes, tubercules, bananes plantains, bananes à cuire et légumineuses (ND)"
10157458_01,06/09/2024,08/06/2024,TABLEAU,1,"LEGUMES, FRUITS","6,86",,01.1.7,"Légumes, tubercules, bananes plantains, bananes à cuire et légumineuses (ND)"
10156770_02,03/09/2024,22/06/2024,TABLEAU,4,"LEGUMES, POMME DE TERRE","8,83",,01.1.7,"Légumes, tubercules, bananes plantains, bananes à cuire et légumineuses (ND)"
10156897_01,26/08/2024,05/06/2024,TABLEAU,4,LENTILLE,2.9,AUCHAN,01.1.7.9.1,"Farine de légumes, légumes secs, tubercules, bananes plantains et bananes à cuire"
10157372_01,06/09/2024,09/06/2024,TABLEAU,4,LENTILLES,3.6,MONOPRIX,01.1.7.9.1,"Farine de légumes, légumes secs, tubercules, bananes plantains et bananes à cuire"
10157365_01,06/09/2024,13/06/2024,TABLEAU,3,LEOPARD SPIRALES ANTI-MOUSTIQUES,4,STALINA MARKET,05.6.1.9,Autres biens ménagers non durables (ND)
10157045_01,05/09/2024,08/06/2024,TABLEAU,3,LEROY MERLIN / BRICOLAGE,13,LEROY MERLIN,04.3.1.1,Fournitures pour travaux d’entretien et de réparation des logements (ND)
10158659_01,04/09/2024,20/06/2024,TABLEAU,1,LES COURSES,72,CARREFOUR MARKET,98.1.2,Courses en supermarché
10158323_01,09/09/2024,16/06/2024,TABLEAU,1,LESSIVE,18.8,ALDI,05.6.1.1,Produits de nettoyage et d'entretien ménagers (ND)
10156503_01,29/08/2024,14/06/2024,TABLEAU,6,LESSIVE,10,//,05.6.1.1,Produits de nettoyage et d'entretien ménagers (ND)
10158309_01,14/08/2024,18/05/2024,TABLEAU,5,LESSIVE,7.7,LIDL,05.6.1.1,Produits de nettoyage et d'entretien ménagers (ND)
10157220_01,20/08/2024,21/05/2024,TABLEAU,6,LESSIVE,5.8,E.LECLERC,05.6.1.1,Produits de nettoyage et d'entretien ménagers (ND)
10156809_01,11/09/2024,13/06/2024,TABLEAU,2,LESSIVE DASH,12.9,AMAZON,05.6.1.1,Produits de nettoyage et d'entretien ménagers (ND)
10157288_01,10/09/2024,14/06/2024,TABLEAU,1,LESSIVES,10.2,COMMERCE DE PROXIMITE,05.6.1.1,Produits de nettoyage et d'entretien ménagers (ND)
10157147_01,05/09/2024,15/06/2024,TABLEAU,4,LETTRE RECOMMANDEE + AR,7.4,LA POSTE,07.4.1.1,Services de traitement du courrier (S)
10157860_01,25/07/2024,27/05/2024,TABLEAU,3,LETTRES,3.4,LA POSTE,07.4.1.1,Services de traitement du courrier (S)
10157717_03,27/08/2024,20/06/2024,TABLEAU,3,LETTRES AFFRANCHIES,5.3,LA POSTE,07.4.1.1,Services de traitement du courrier (S)
10158735_01,07/10/2024,01/07/2024,TABLEAU,3,LEVURE,1.2,SUPERETTE,01.1.9.9.0,Autres produits alimentaires nca
10157696_01,13/08/2024,25/05/2024,TABLEAU,3,LEWIS VETEMENTS,140,LEWIS,03.1.2,Vêtements (SD)
10156761_01,02/08/2024,22/05/2024,TABLEAU,1,LIBRAIRIE,120,LIBRAIRIE,09.7.1,Livres (SD)
10156627_01,28/08/2024,16/06/2024,TABLEAU,1,LICENCE MICROSOFT,0.9,RAKUTEN,08.2.0.0,Logiciel(s)
10157514_01,06/09/2024,//,TABLEAU,2,LIDL,172,//,98.1.2,Courses en supermarché
10157951_01,29/08/2024,23/05/2024,TABLEAU,6,LIDL,14.7,LIDL,98.1.2,Courses en supermarché
10156979_01,09/10/2024,22/06/2024,TABLEAU,3,LIDL COURSES,30.2,LIDL,98.1.2,Courses en supermarché
10157534_01,27/08/2024,25/05/2024,TABLEAU,2,LIED - COURSE,45.6,LIED,98.1.2,Courses en supermarché
10157111_01,10/09/2024,//,TABLEAU,12,LIME ONGLE,1.6,NORMAL,13.1.2.0.6,"Autres appareils, articles et produits pour soins corporels n.c.a."
10158024_01,16/08/2024,24/05/2024,TABLEAU,2,LINGERIE,115,CHARLOTTE VENTE A DOMICILE,03.1.2.2,Vêtements pour femmes ou filles
10157671_02,27/08/2024,01/06/2024,TABLEAU,3,LINGETTES K2R,1.9,AXION,05.6.1.1,Produits de nettoyage et d'entretien ménagers (ND)
10157671_02,27/08/2024,01/06/2024,TABLEAU,4,LINGETTES K2R,1.9,AXION,05.6.1.1,Produits de nettoyage et d'entretien ménagers (ND)
10157148_02,05/09/2024,23/06/2024,TABLEAU,1,LIQUIDE,4.1,CARREFOUR,98.4,Illisible ou indéterminé
10157107_01,05/08/2024,18/05/2024,TABLEAU,1,LIQUIDE CIGARETTES ELECTRONIQUE,25,VINSMOKE,02.3.0.9,Autres produits du tabac (ND)
10157515_01,06/09/2024,05/06/2024,TABLEAU,2,LIQUIDE VAISSELLE,1.3,CORA,05.6.1.1,Produits de nettoyage et d'entretien ménagers (ND)
10158269_01,28/08/2024,13/06/2024,TABLEAU,7,LIQUIDE VAISSELLE,1.2,MARKET,05.6.1.1,Produits de nettoyage et d'entretien ménagers (ND)
10156639_01,28/08/2024,24/05/2024,TABLEAU,1,LIQUIDITES,30,AUCUN,98.2,Divers
10157024_03,03/09/2024,18/06/2024,TABLEAU,1,LISSEUR,28.9,AMAZON,13.1.1.1,Appareils électriques pour soins corporels (SD)
10157111_01,10/09/2024,//,TABLEAU,4,LISTERINE,12.4,NORMAL,06.1.1.1,"Médicaments, vaccins et autres préparations pharmaceutiques (ND)"
10158782_01,20/08/2024,24/05/2024,TABLEAU,1,LITIERE,5.6,LIDL,09.3.2.2,Produits pour animaux domestiques et autres animaux de compagnie (ND)
10157847_01,25/07/2024,28/05/2024,TABLEAU,3,LITIERE,1.4,DRIVE CARREFOUR,09.3.2.2,Produits pour animaux domestiques et autres animaux de compagnie (ND)
10157954_01,11/09/2024,03/06/2024,TABLEAU,2,LITIERE CHAT,15.4,MAXI ZOO,09.3.2.2,Produits pour animaux domestiques et autres animaux de compagnie (ND)
10156710_01,12/08/2024,09/06/2024,TABLEAU,1,LIVRAISON COLIS,40,ATLASIB,07.4.9.2,Livraison de marchandises (S)
10157901_01,19/08/2024,24/05/2024,TABLEAU,1,LIVRAISON REPAS,100.9,HELLO FRESH,11.1.1.2,"Restaurants, cafés et autres établissements similaires - avec service limité (S)"
10157230_01,03/09/2024,13/06/2024,TABLEAU,1,LIVRE,35,LIBRAIRIE,09.7.1,Livres (SD)
10158861_01,22/08/2024,02/06/2024,TABLEAU,2,LIVRE,23,FNAC,09.7.1,Livres (SD)
10156779_01,21/08/2024,28/05/2024,TABLEAU,1,LIVRE,22,FNAC,09.7.1,Livres (SD)
10157835_01,25/07/2024,28/05/2024,TABLEAU,1,LIVRE,11.1,AMAZON,09.7.1,Livres (SD)
10158398_01,09/09/2024,26/06/2024,TABLEAU,2,LIVRE,11,LECLERC,09.7.1,Livres (SD)
10157678_01,13/08/2024,18/05/2024,TABLEAU,3,LIVRE CADEAUX,19.9,LECLERC,09.7.1,Livres (SD)
10157012_02,02/08/2024,23/05/2024,TABLEAU,2,LIVRE COLORIAGE,14.9,AMAZON,09.7.1,Livres (SD)
10157171_01,05/08/2024,24/05/2024,TABLEAU,3,LIVRE D'ACTIVITE,5.7,LIBRAIRIE,09.7.1,Livres (SD)
10156766_01,03/09/2024,19/06/2024,TABLEAU,7,LIVRE ENFANT (CADEAU),7.5,LECLERC,09.7.1,Livres (SD)
10157565_01,20/08/2024,30/05/2024,TABLEAU,3,LIVRE SUR LISEUSE KINDLE,3.9,AMAZON,09.7.1,Livres (SD)
10156606_01,20/08/2024,12/06/2024,TABLEAU,2,LIVRES,84.9,AMAZON,09.7.1,Livres (SD)
10158292_01,14/08/2024,17/05/2024,TABLEAU,1,LIVRES,60,AMAZONE,09.7.1,Livres (SD)
10156606_01,20/08/2024,12/06/2024,TABLEAU,1,LIVRES,53.9,PIROUETTE EDITION,09.7.1,Livres (SD)
10158322_01,09/09/2024,25/06/2024,TABLEAU,3,LIVRES,50.7,PARVIS,09.7.1,Livres (SD)
10157151_01,22/08/2024,07/06/2024,TABLEAU,2,LIVRES,39,AMAZON,09.7.1,Livres (SD)
10157151_01,22/08/2024,10/06/2024,TABLEAU,2,LIVRES,39,AMAZON,09.7.1,Livres (SD)
10157623_01,12/09/2024,03/07/2024,TABLEAU,1,LIVRES,30,LIBRAIRIE,09.7.1,Livres (SD)
10157126_01,05/09/2024,23/06/2024,TABLEAU,1,LIVRES,28.4,AMAZON,09.7.1,Livres (SD)
10156641_01,11/09/2024,22/06/2024,TABLEAU,6,LIVRES,21.8,ESPACE CULTUREL LECLERC,09.7.1,Livres (SD)
10156885_01,26/08/2024,01/06/2024,TABLEAU,5,LIVRES,20.4,LIBRAIRIE INDEPENDANTE,09.7.1,Livres (SD)
10156837_02,11/09/2024,25/06/2024,TABLEAU,1,LIVRES,"17.9,0",,09.7.1,Livres (SD)
10157107_01,05/08/2024,18/05/2024,TABLEAU,2,LIVRES,15.2,GIBERT JEUNE,09.7.1,Livres (SD)
10157908_01,29/08/2024,11/06/2024,TABLEAU,4,LIVRES - PORTES-CLE - RADIO REVEIL,47.9,AMAZON,09.7.1,Livres (SD)
10157110_01,10/09/2024,17/06/2024,TABLEAU,1,LIVRES & PARTITION,38.9,RAKUTEN,09.7.1,Livres (SD)
10157117_01,21/08/2024,//,TABLEAU,1,LIVRES CADEAUX,28,LIBRAIRIE,09.7.1,Livres (SD)
10157262_01,03/09/2024,15/06/2024,TABLEAU,5,LIVRES ET BD,110.2,FNAC,09.7.1,Livres (SD)
10158797_01,22/08/2024,31/05/2024,TABLEAU,2,LIVRES-PROCURE,51,LIBRAIRIE,09.7.1,Livres (SD)
10158685_01,10/09/2024,22/06/2024,TABLEAU,1,LIVRET,58.1,FNAC,09.7.1,Livres (SD)
10156913_01,08/10/2024,22/06/2024,TABLEAU,3,LOCATION FILM,3.9,AMAZON PUME,08.3.9.2,"Abonnement à des contenus audiovisuels, services de streaming et location de contenus audiovisuels (S)"
10158599_01,10/09/2024,14/06/2024,TABLEAU,2,LOCATION SIEGE AUTO,38,ETRANGER,07.2.1.3.2,Siège-auto pour bébé
10158557_02,10/09/2024,10/06/2024,TABLEAU,2,LOCATION VACANCES,1178.5,HOOMY COMMERCE,11.2.0.2.2,"Centres de vacances ou de loisirs (villages vacances, résidence de tourisme, club de vacances)
"
10157126_01,05/09/2024,17/06/2024,TABLEAU,2,LOGEMENT NORMAL LYON,31,ENS LYON (CHEQUE),11.2.0.3,Services d’hébergement scolaires et universitaires (S)
10158551_01,21/08/2024,31/05/2024,TABLEAU,3,LOGEMENT VACANCES,447.6,AIR BNB,11.2.0.1,Hôtels et hébergements similaires (S)
10156795_01,16/08/2024,24/05/2024,TABLEAU,1,LOGEMENT VACANCES,20,BOOKING,11.2.0,Services d’hébergement (S)
10156795_01,16/08/2024,25/05/2024,TABLEAU,1,LOGEMENTS VACANCES,165,BOOKING,11.2.0,Services d’hébergement (S)
10156990_01,13/08/2024,24/05/2024,TABLEAU,2,LOISIR,66.2,BAR,09.4.6.1,Services récréatifs et de loisirs (S)
10156710_03,12/08/2024,06/06/2024,TABLEAU,2,LOISIR,37,CITY GAME,09.4.6.1,Services récréatifs et de loisirs (S)
10157210_02,12/09/2024,26/06/2024,TABLEAU,3,LOISIR,3.2,PISCINE,09.4.6.1,Services récréatifs et de loisirs (S)
10156854_04,07/10/2024,11/06/2024,TABLEAU,1,LOISIR / DETENTE,9,SOIREE COLLEGE,09.4.6.1,Services récréatifs et de loisirs (S)
10157551_01,06/09/2024,12/06/2024,TABLEAU,2,LOISIR ENFANT,29,DECATLON,09.4.6.1,Services récréatifs et de loisirs (S)
10158065_01,09/10/2024,15/06/2024,TABLEAU,1,LOISIRS,150,DECATHLON,09.4.6.1,Services récréatifs et de loisirs (S)
10156637_01,23/08/2024,22/05/2024,TABLEAU,2,LOISIRS,50,RESTAURANT,09.4.6.1,Services récréatifs et de loisirs (S)
10157237_01,10/09/2024,14/06/2024,TABLEAU,2,LOISIRS,50,FESTIVAL,09.4.6.1,Services récréatifs et de loisirs (S)
10158065_01,09/10/2024,19/06/2024,TABLEAU,3,LOISIRS,25,CONCERT,09.4.6.1,Services récréatifs et de loisirs (S)
10156584_01,30/08/2024,15/06/2024,TABLEAU,1,LOISIRS,21.7,//,09.4.6.1,Services récréatifs et de loisirs (S)
10157724_02,27/08/2024,16/06/2024,TABLEAU,2,LOISIRS,20.5,STADE,09.4.6.1,Services récréatifs et de loisirs (S)
10156584_01,30/08/2024,15/06/2024,TABLEAU,2,LOISIRS,20,//,09.4.6.1,Services récréatifs et de loisirs (S)
10157118_01,05/09/2024,06/06/2024,TABLEAU,2,LOISIRS,19.5,PARKING,09.4.6.1,Services récréatifs et de loisirs (S)
10157118_01,05/09/2024,11/06/2024,TABLEAU,1,LOISIRS,1.3,CAFE,09.4.6.1,Services récréatifs et de loisirs (S)
10156996_02,27/08/2024,18/05/2024,TABLEAU,1,LOISIRS - BOISSON,4.5,BUVETTE STADE,09.4.6.1,Services récréatifs et de loisirs (S)
10156544_03,02/09/2024,09/06/2024,TABLEAU,1,LOISIRS DJET SKY,70,JUMP IN WATER SPORT,09.4.6.1,Services récréatifs et de loisirs (S)
10156627_01,28/08/2024,13/06/2024,TABLEAU,2,LOISIRS NUMERIQUE,24.6,GOOGLE,09.4.6.1,Services récréatifs et de loisirs (S)
10156854_03,07/10/2024,10/06/2024,TABLEAU,1,LOISIRS SPORT,24.9,BASIC FIT,09.4.6.1,Services récréatifs et de loisirs (S)
10156838_01,11/09/2024,22/06/2024,TABLEAU,1,LOISIRS X 4,35,CINEMA,09.4.6.1,Services récréatifs et de loisirs (S)
10156542_01,29/08/2024,18/05/2024,TABLEAU,3,LORRAINE ICE BIERE 3 X 33CL,5.5,U EXPRESS DIAMANT,02.1.3.0,Bière (ND)
101583298_0,13/08/2024,24/05/2024,TABLEAU,1,LOTO,20,TABAC,09.4.7.0,Jeux de hasard (S)
10156682_01,09/08/2024,24/05/2024,TABLEAU,2,LOTO,17.5,RAMBERT BLAYE LOTO,09.4.7.0,Jeux de hasard (S)
10156856_02,07/10/2024,24/06/2024,TABLEAU,1,LOTO,13.7,LE PADDOCK (PMU),09.4.7.0,Jeux de hasard (S)
10158303_01,13/08/2024,25/05/2024,TABLEAU,1,LOTO,10,FDJ BOULOGNE BIL,09.4.7.0,Jeux de hasard (S)
10157664_01,23/08/2024,22/05/2024,TABLEAU,4,LOTO,8,BUREAU TABAC,09.4.7.0,Jeux de hasard (S)
10156856_02,07/10/2024,21/06/2024,TABLEAU,1,LOTO,5,FDESJEUX.FR,09.4.7.0,Jeux de hasard (S)
10158334_01,09/09/2024,31/05/2024,TABLEAU,2,LOTO,4.2,PRESSE LOTO SUPER U,09.4.7.0,Jeux de hasard (S)
10158285_01,13/08/2024,21/05/2024,TABLEAU,2,LOTO,3,//,09.4.7.0,Jeux de hasard (S)
10158214_01,06/08/2024,05/06/2024,TABLEAU,3,LOYER,950,PROPRIETAIRE,04.1,Loyers d’habitation effectivement payés
10156989_02,26/08/2024,05/06/2024,TABLEAU,3,LOYER,874.4,CG IMMOBILIER,04.1,Loyers d’habitation effectivement payés
10156833_01,11/09/2024,06/06/2024,TABLEAU,3,LOYER,700,EUROMETROPOLE HABITAT,04.1,Loyers d’habitation effectivement payés
