code;frequency;product;coicop
01.1.9.9.0;12;Noix coco râpée;Autres produits alimentaires n.c.a.
01.1.9.9.0;1;Poudre d'amandes;Autres produits alimentaires n.c.a.
01.1.9.9.0;1;Sachet de levure;Autres produits alimentaires n.c.a.
01.2.1.0.1;16;Amigo;Jus de fruits et de légumes
01.2.1.0.1;35;Banga;Jus de fruits et de légumes
01.2.1.0.1;1;Capri;Jus de fruits et de légumes
01.2.1.0.1;3;Ceres;Jus de fruits et de légumes
01.2.1.0.1;10;Cocktail;Jus de fruits et de légumes
01.2.1.0.1;1;Delice;Jus de fruits et de légumes
01.2.1.0.1;77;Diego;Jus de fruits et de légumes
01.2.1.0.1;1;Fruistar;Jus de fruits et de légumes
01.2.1.0.1;7;Fruité;Jus de fruits et de légumes
01.2.1.0.1;3;Granini;Jus de fruits et de légumes
01.2.1.0.1;3;Guarana;Jus de fruits et de légumes
01.2.1.0.1;28;Jafaden;Jus de fruits et de légumes
01.2.1.0.1;111;Joker;Jus de fruits et de légumes
01.2.1.0.1;1028;Jus;Jus de fruits et de légumes
01.2.1.0.1;100;Jus d’orange;Jus de fruits et de légumes
01.2.1.0.1;20;Jus de fruit;Jus de fruits et de légumes
01.2.1.0.1;100;Jus de pomme;Jus de fruits et de légumes
01.2.1.0.1;6;Looza;Jus de fruits et de légumes
01.2.1.0.1;3;Maaza;Jus de fruits et de légumes
01.2.1.0.1;1;Magic;Jus de fruits et de légumes
01.2.1.0.1;1;Mini;Jus de fruits et de légumes
01.2.1.0.1;1;Molivo;Jus de fruits et de légumes
01.2.1.0.1;45;Multifruits;Jus de fruits et de légumes
01.2.1.0.1;6;Multivitamines;Jus de fruits et de légumes
01.2.1.0.1;1;Multrifruit;Jus de fruits et de légumes
01.2.1.0.1;7;Nectar;Jus de fruits et de légumes
01.2.1.0.1;309;Oasis;Jus de fruits et de légumes
01.2.1.0.1;5;Orangeade;Jus de fruits et de légumes
01.2.1.0.1;32;Pago;Jus de fruits et de légumes
01.2.1.0.1;2;Pampryl;Jus de fruits et de légumes
01.2.1.0.1;113;Paquito;Jus de fruits et de légumes
01.2.1.0.1;11;Pressade;Jus de fruits et de légumes
01.2.1.0.1;1;Pressarella;Jus de fruits et de légumes
01.2.1.0.1;12;Rea;Jus de fruits et de légumes
01.2.1.0.1;3;Sanguinello;Jus de fruits et de légumes
01.2.1.0.1;74;Smoothie;Jus de fruits et de légumes
01.2.1.0.1;20;Solpak;Jus de fruits et de légumes
01.2.1.0.1;7;Sunkist;Jus de fruits et de légumes
01.2.1.0.1;3;Sunny;Jus de fruits et de légumes
01.2.1.0.1;1;Tang;Jus de fruits et de légumes
01.2.1.0.1;36;Tropical;Jus de fruits et de légumes
01.2.1.0.1;289;Tropicana;Jus de fruits et de légumes
01.2.1.0.1;25;Tropico;Jus de fruits et de légumes
01.2.1.0.1;1;Twistello;Jus de fruits et de légumes
01.2.1.0.1;1;Valda;Jus de fruits et de légumes
01.2.1.0.1;2;Vaval;Jus de fruits et de légumes
01.2.2.0.1;8;Arabica;Café en grains ou moulu
01.2.2.0.1;1;Arpeggio;Café en grains ou moulu
01.2.2.0.1;1780;Café;Café en grains ou moulu
01.2.2.0.1;65;Cappuccino;Café en grains ou moulu
01.2.2.0.1;15;Décaféiné;Café en grains ou moulu
01.2.2.0.1;1;Dharkan;Café en grains ou moulu
01.2.2.0.1;1;Dolce.gusto;Café en grains ou moulu
01.2.2.0.1;31;Dosette;Café en grains ou moulu
01.2.2.0.1;27;Espresso;Café en grains ou moulu
01.2.2.0.1;1;Germaforme;Café en grains ou moulu
01.2.2.0.1;1;Gringo;Café en grains ou moulu
01.2.2.0.1;1;Intermezo;Café en grains ou moulu
01.2.2.0.1;1;L'Or;Café en grains ou moulu
01.2.2.0.1;19;Lavazza;Café en grains ou moulu
01.2.2.0.1;8;Legal;Café en grains ou moulu
01.2.2.0.1;1;Lungo;Café en grains ou moulu
01.2.2.0.1;16;Malongo;Café en grains ou moulu
01.2.2.0.1;21;Maxwell;Café en grains ou moulu
01.2.2.0.1;1;Mok;Café en grains ou moulu
01.2.2.0.1;220;Nescafé;Café en grains ou moulu
01.2.2.0.1;5;Nespresso;Café en grains ou moulu
01.2.2.0.1;116;Senseo;Café en grains ou moulu
01.2.2.0.1;1;Tassimi;Café en grains ou moulu
01.2.2.0.1;114;Tassimo;Café en grains ou moulu
01.2.2.0.1;1;Volluto;Café en grains ou moulu
01.2.2.0.2;1;Aromalt;Café soluble et succédanés de café
01.2.2.0.2;19;Chicoré;Café soluble et succédanés de café
01.2.2.0.2;2;Cicona;Café soluble et succédanés de café
01.2.2.0.2;1;Leroux;Café soluble et succédanés de café
01.2.2.0.2;1;Malt;Café soluble et succédanés de café
01.2.2.0.2;155;Ricoré;Café soluble et succédanés de café
01.2.3.0;54;Lipton (thé);Thé maté et autres produits végétaux pour infusion (ND)
01.2.3.0;2;Tea;Thé maté et autres produits végétaux pour infusion (ND)
01.2.3.0;585;Thé;Thé maté et autres produits végétaux pour infusion (ND)
01.2.3.0;3;Twining;Thé maté et autres produits végétaux pour infusion (ND)
01.2.3.0;1;Yogi;Thé maté et autres produits végétaux pour infusion (ND)
01.2.3.0.2;20;Ice tea;Thé glacé
01.2.3.0.2;20;Thé glacé;Thé glacé
01.2.3.0.1;4;Badiane;Thé et infusion
01.2.3.0.1;1;Camomille;Thé et infusion
01.2.3.0.1;1;Eucalyptus;Thé et infusion
01.2.3.0.1;1;Infuselle;Thé et infusion
01.2.3.0.1;1;Infusettes;Thé et infusion
01.2.3.0.1;25;Infusions;Thé et infusion
01.2.3.0.1;1;Tilleul;Thé et infusion
01.2.3.0.1;126;Tisane;Thé et infusion
01.2.5.0;100;Pack d’eau ;Eau
01.2.5.0.1;1;Abatilles;Eau
01.2.5.0.1;2;Arcens;Eau
01.2.5.0.1;1;Australine;Eau
01.2.5.0.1;149;Badoit;Eau
01.2.5.0.1;11;Bagatelle;Eau
01.2.5.0.1;8;Capès;Eau
01.2.5.0.1;25;Carola;Eau
01.2.5.0.1;1;Celestin;Eau
01.2.5.0.1;38;Chanflor;Eau
01.2.5.0.1;175;Contrex;Eau
01.2.5.0.1;1;Courmayeur;Eau
01.2.5.0.1;312;Cristaline;Eau
01.2.5.0.1;28;Didier;Eau
01.2.5.0.1;2027;Eau;Eau
01.2.5.0.1;12;Edena;Eau
01.2.5.0.1;211;Evian;Eau
01.2.5.0.1;1;Faustine;Eau
01.2.5.0.1;248;Hepar;Eau
01.2.5.0.1;1;Invendus;Eau
01.2.5.0.1;1;Lafort;Eau
01.2.5.0.1;18;Luchon;Eau
01.2.5.0.1;11;Matouba;Eau
01.2.5.0.1;2;Montcalm;Eau
01.2.5.0.1;2;Ogeu;Eau
01.2.5.0.1;29;Ondine;Eau
01.2.5.0.1;2;Orezza;Eau
01.2.5.0.1;356;Perrier;Eau
01.2.5.0.1;1;Pierval;Eau
01.2.5.0.1;6;Plancoet;Eau
01.2.5.0.1;49;Quezac;Eau
01.2.5.0.1;20;Rozana;Eau
01.2.5.0.1;138;Salvetat;Eau
01.2.5.0.1;4;San pellegrino;Eau
01.2.5.0.1;12;Thonon;Eau
01.2.5.0.1;5;Vals;Eau
01.2.5.0.1;8;Verniere;Eau
01.2.5.0.1;37;Vichy;Eau
01.2.5.0.1;193;Vittel;Eau
01.2.5.0.1;12;Volcania;Eau
01.2.5.0.1;233;Volvic;Eau
01.2.5.0.1;7;Wattwiller;Eau
01.2.6.0.1;1;7up;Boissons gazeuses
01.2.6.0.1;5;Bitter;Boissons gazeuses
01.2.6.0.1;1;Canada Dry;Boissons gazeuses
01.2.6.0.1;6;Canette;Boissons gazeuses
01.2.6.0.1;30;Champomy;Boissons gazeuses
01.2.6.0.1;952;Coca;Boissons gazeuses
01.2.6.0.1;500;Coca-Cola;Boissons gazeuses
01.2.6.0.1;192;Fanta;Boissons gazeuses
01.2.6.0.1;7;Gini;Boissons gazeuses
01.2.6.0.1;4;Lemonsoda;Boissons gazeuses
01.2.6.0.1;1;Lime;Boissons gazeuses
01.2.6.0.1;509;Limonade;Boissons gazeuses
01.2.6.0.1;61;Limonice;Boissons gazeuses
01.2.6.0.1;31;Liptonic;Boissons gazeuses
01.2.6.0.1;20;Lorina;Boissons gazeuses
01.2.6.0.1;271;Orangina;Boissons gazeuses
01.2.6.0.1;6;Ordinaire;Boissons gazeuses
01.2.6.0.1;97;Pepsi;Boissons gazeuses
01.2.6.0.1;2;Popizz;Boissons gazeuses
01.2.6.0.1;3;Ricles;Boissons gazeuses
01.2.6.0.1;2;Rivella;Boissons gazeuses
01.2.6.0.1;3;River;Boissons gazeuses
01.2.6.0.1;275;Schweppes;Boissons gazeuses
01.2.6.0.1;492;Soda;Boissons gazeuses
01.2.6.0.1;21;Splash;Boissons gazeuses
01.2.6.0.1;77;Sprite;Boissons gazeuses
01.2.6.0.1;29;Tonic;Boissons gazeuses
01.2.6.0.1;1;Topifruit;Boissons gazeuses
01.2.6.0.1;1;Tropi;Boissons gazeuses
01.2.6.0.1;2;Yekri;Boissons gazeuses
01.2.9.0.9;1;Anis;Sirops, concentrés et autres boissons non alcoolisées
01.2.9.0.9;3;Antésite;Sirops, concentrés et autres boissons non alcoolisées
01.2.9.0.9;2;Arizona;Sirops, concentrés et autres boissons non alcoolisées
02.1.1.0;1;Blizzard;Spiritueux et liqueurs (ND)
01.2.9.0.9;18;Citronnade;Sirops, concentrés et autres boissons non alcoolisées
01.2.9.0.9;1;Citror;Sirops, concentrés et autres boissons non alcoolisées
01.2.9.0.9;1;Colorado;Sirops, concentrés et autres boissons non alcoolisées
01.2.9.0.9;4;Cotterley;Sirops, concentrés et autres boissons non alcoolisées
01.2.9.0.9;1;D'artigny;Sirops, concentrés et autres boissons non alcoolisées
01.2.9.0.9;100;Eau de coco;Sirops, concentrés et autres boissons non alcoolisées
01.2.9.0.9;3;Eistee;Sirops, concentrés et autres boissons non alcoolisées
01.2.9.0.9;15;Frucci;Sirops, concentrés et autres boissons non alcoolisées
01.2.9.0.2;1;Gatorade;Boissons énergisantes
01.2.9.0.9;1;Granita;Sirops, concentrés et autres boissons non alcoolisées
01.2.9.0.9;1;Ice;Sirops, concentrés et autres boissons non alcoolisées
01.2.9.0.9;3;Kanasao;Sirops, concentrés et autres boissons non alcoolisées
01.2.9.0.9;3;Kombucha;Sirops, concentrés et autres boissons non alcoolisées
01.2.9.0.9;35;Lipton (boisson à base de thé);Sirops, concentrés et autres boissons non alcoolisées
01.2.9.0.9;4;Maytea;Sirops, concentrés et autres boissons non alcoolisées
01.2.9.0.2;4;Monster;Boissons énergisantes
01.2.9.0.9;1;Moussillon;Sirops, concentrés et autres boissons non alcoolisées
01.2.9.0.9;33;Nestea;Sirops, concentrés et autres boissons non alcoolisées
01.2.9.0.9;1;Nutriamande;Sirops, concentrés et autres boissons non alcoolisées
01.2.9.0.9;1;Orgeat;Sirops, concentrés et autres boissons non alcoolisées
01.2.9.0.9;2;Pokka;Sirops, concentrés et autres boissons non alcoolisées
01.2.9.0.2;7;Powerade;Boissons énergisantes
01.2.9.0.9;93;Pulco;Sirops, concentrés et autres boissons non alcoolisées
01.2.9.0.9;1;Selecto;Sirops, concentrés et autres boissons non alcoolisées
01.2.9.0.2;1;Shakepower;Boissons énergisantes
01.2.9.0.9;565;Sirop;Sirops, concentrés et autres boissons non alcoolisées
01.2.9.0.9;28;Teisseire;Sirops, concentrés et autres boissons non alcoolisées
01.2.9.0.9;15;Wassaï (boisson);Sirops, concentrés et autres boissons non alcoolisées
02.1.1.0;4;Alcool;Spiritueux et liqueurs (ND)
02.1.1.0;9;Anisette;Spiritueux et liqueurs (ND)
02.1.1.0;12;Armagnac;Spiritueux et liqueurs (ND)
02.1.1.0;3;Bacardi;Spiritueux et liqueurs (ND)
02.1.1.0;1;Ballantine's;Spiritueux et liqueurs (ND)
02.1.1.0;13;Bourbon;Spiritueux et liqueurs (ND)
02.1.1.0;8;Clan campbell;Spiritueux et liqueurs (ND)
02.1.1.0;14;Cognac;Spiritueux et liqueurs (ND)
02.1.1.0;12;Creme de cassis;Spiritueux et liqueurs (ND)
02.1.1.0;1;Eau de vie;Spiritueux et liqueurs (ND)
02.1.1.0;5;Get 27;Spiritueux et liqueurs (ND)
02.1.1.0;14;Gin;Spiritueux et liqueurs (ND)
02.1.1.0;2;Glenfiddich;Spiritueux et liqueurs (ND)
02.1.1.0;3;Grant's;Spiritueux et liqueurs (ND)
02.1.1.0;1;Hydromel;Spiritueux et liqueurs (ND)
02.1.1.0;1;Jack daniel's;Spiritueux et liqueurs (ND)
02.1.1.0;1;Johnnie walker;Spiritueux et liqueurs (ND)
02.1.1.0;2;Kirsch;Spiritueux et liqueurs (ND)
02.1.1.0;4;Label 5;Spiritueux et liqueurs (ND)
02.1.1.0;38;Liqueur;Spiritueux et liqueurs (ND)
02.1.1.0;5;Malibu;Spiritueux et liqueurs (ND)
02.1.1.0;67;Martini;Spiritueux et liqueurs (ND)
02.1.1.0;30;Mojito;Spiritueux et liqueurs (ND)
02.1.1.0;209;Pastis;Spiritueux et liqueurs (ND)
02.1.1.0;4;Pinacolada;Spiritueux et liqueurs (ND)
02.1.1.0;9;Planteur;Spiritueux et liqueurs (ND)
02.1.1.0;230;Rhum;Spiritueux et liqueurs (ND)
02.1.1.0;106;Ricard;Spiritueux et liqueurs (ND)
02.1.1.0;5;Saké;Spiritueux et liqueurs (ND)
02.1.1.0;12;Scotch (boisson);Spiritueux et liqueurs (ND)
02.1.1.0;1;Spiritueux;Spiritueux et liqueurs (ND)
02.1.1.0;4;Téquila;Spiritueux et liqueurs (ND)
02.1.1.0;61;Vodka;Spiritueux et liqueurs (ND)
02.1.1.0;428;Whisky;Spiritueux et liqueurs (ND)
02.1.2.1;230;Champagne;Vin de raisin (ND)
02.1.2.1;13;Champagne brut;Vin de raisin (ND)
02.1.2.1;1;Champagne demi sec;Vin de raisin (ND)
02.1.2.1;3;Champagne rose;Vin de raisin (ND)
02.1.2.1;72;Crémant;Vin de raisin (ND)
02.1.2.1;15;Cubi vin;Vin de raisin (ND)
02.1.2.1;105;Mousseux;Vin de raisin (ND)
02.1.2.1;100;Pineau;Vin de raisin
02.1.2.1;1953;Vin;Vin de raisin (ND)
02.1.2.1;9;Vin aromatisé;Vin de raisin (ND)
02.1.2.1;2;Vin bio;Vin de raisin (ND)
02.1.2.1;31;Vin bordeaux;Vin de raisin (ND)
02.1.2.1;21;Vin de pays;Vin de raisin (ND)
02.1.2.1;1;Vin de saumur;Vin de raisin (ND)
02.1.2.1;24;Vin de table;Vin de raisin (ND)
02.1.2.1;1;Vin doux;Vin de raisin (ND)
02.1.2.1;18;Vin Espagne;Vin de raisin (ND)
02.1.2.1;1;Vin étranger;Vin de raisin (ND)
02.1.2.1;1;Vin italien;Vin de raisin (ND)
02.1.2.1;7;Vin merlot;Vin de raisin (ND)
02.1.2.1;63;Vin mousseux;Vin de raisin (ND)
02.1.2.1;2;Vin muscadet;Vin de raisin (ND)
02.1.2.1;289;Vin rosé;Vin de raisin (ND)
02.1.2.1;587;Vin rouge;Vin de raisin (ND)
02.1.2.2;281;Cidre;Vin d'autres sources (ND)
02.1.2.2;15;Cidre brut;Vin d'autres sources (ND)
02.1.2.2;30;Cidre doux;Vin d'autres sources (ND)
02.1.3.0;1747;Bière;Bière (ND)
02.1.3.0;1;Bière alcoolisée;Bière (ND)
02.1.3.0;4;Bière ambrée;Bière (ND)
02.1.3.0;91;Bière blonde;Bière (ND)
02.1.3.0;18;Bière bourbon;Bière (ND)
02.1.3.0;14;Bière brune;Bière (ND)
02.1.3.0;7;Bière forte;Bière (ND)
02.1.3.0;12;Bière sans alcool;Bière (ND)
02.1.3.0;104;Desperados;Bière (ND)
02.1.3.0;32;Grimbergen;Bière (ND)
02.1.3.0;7;Guiness;Bière (ND)
02.1.3.0;88;Heineken;Bière (ND)
02.1.3.0;53;Kronenbourg;Bière (ND)
02.1.3.0;72;Leffe;Bière (ND)
02.1.3.0;166;Panaché;Bière (ND)
02.1.3.0;37;Vitamalt;Bière (ND)
02.3.0.1;17;Camel;Cigarettes (ND)
02.3.0.1;2880;Cigarettes;Cigarettes (ND)
02.3.0.1;50;Marlboro;Cigarettes (ND)
02.3.0.1;1;Paquet de tabac;Cigarettes (ND)
02.3.0.1;1;Philip morris;Cigarettes (ND)
02.3.0.1;18;Winston;Cigarettes (ND)
02.3.0.2;58;Cigares;Cigares (ND)
02.3.0.2;30;Cigarillos;Cigares (ND)
02.3.0.9;2;Chicha;Autres produits du tabac (ND)
02.3.0.9;35;Cigarette électronique;Autres produits du tabac (ND)
02.3.0.9;1;Feuilles de tabac;Autres produits du tabac (ND)
02.3.0.9;2;Filtres à cigarettes;Autres produits du tabac (ND)
02.3.0.9;1;Filtres à tabac;Autres produits du tabac (ND)
02.3.0.9;7;Liquide cigarette électronique;Autres produits du tabac (ND)
02.3.0.9;697;Tabac;Autres produits du tabac (ND)
02.3.0.9;208;Tabac à rouler;Autres produits du tabac (ND)
03.1.1.0;1;Textile;Matériaux de vêtements (SD)
03.1.1.0;59;Tissu;Matériaux de vêtements (SD)
03.1.2;5;Maillot de bain;Vêtements 
03.1.2;100;Peignoir ;Vêtements
03.1.2;100;Tee shirt;Vêtements 
03.1.2.1;5;Bermuda pour hommes ou garçons;Vêtements pour hommes ou garçons (SD)
03.1.2.1;3;Blazer pour hommes ou garçons;Vêtements pour hommes ou garçons (SD)
03.1.2.1;5;Blouson pour hommes ou garçons;Vêtements pour hommes ou garçons (SD)
03.1.2.1;100;Caleçon ;Vêtements pour hommes ou garçons
03.1.2.1;1;Cardigan pour hommes ou garçons;Vêtements pour hommes ou garçons (SD)
03.1.2.1;9;Chaussettes pour hommes ou garçons;Vêtements pour hommes ou garçons (SD)
03.1.2.1;95;Chemise pour hommes ou garçons;Vêtements pour hommes ou garçons (SD)
03.1.2.1;1;Chemisette pour hommes ou garçons;Vêtements pour hommes ou garçons (SD)
03.1.2.1;9;Costume pour hommes ou garçons;Vêtements pour hommes ou garçons (SD)
03.1.2.1;1;Débardeur pour hommes ou garçons;Vêtements pour hommes ou garçons (SD)
03.1.2.1;1;Doudoune pour hommes ou garçons;Vêtements pour hommes ou garçons (SD)
03.1.2.1;1;Gilet pour hommes ou garçons;Vêtements pour hommes ou garçons (SD)
03.1.2.1;1;Habillement pour hommes ou garçons;Vêtements pour hommes ou garçons (SD)
03.1.2.1;1;Habit pour hommes ou garçons;Vêtements pour hommes ou garçons (SD)
03.1.2.1;1;Jean pour hommes ou garçons;Vêtements pour hommes ou garçons (SD)
03.1.2.1;1;Jogging pour hommes ou garçons;Vêtements pour hommes ou garçons (SD)
03.1.2.1;1;Maillot pour hommes ou garçons;Vêtements pour hommes ou garçons (SD)
03.1.2.1;1;Manteau pour hommes ou garçons;Vêtements pour hommes ou garçons (SD)
03.1.2.1;2;Pantacourt pour hommes ou garçons;Vêtements pour hommes ou garçons (SD)
03.1.2.1;2;Pantalon pour hommes ou garçons;Vêtements pour hommes ou garçons (SD)
03.1.2.1;1;Parka pour hommes ou garçons;Vêtements pour hommes ou garçons (SD)
03.1.2.1;5;Polaire pour hommes ou garçons;Vêtements pour hommes ou garçons (SD)
03.1.2.1;1;Polo pour hommes ou garçons;Vêtements pour hommes ou garçons (SD)
03.1.2.1;1;Pull pour hommes ou garçons;Vêtements pour hommes ou garçons (SD)
03.1.2.1;1;Pyjama pour hommes ou garçons;Vêtements pour hommes ou garçons (SD)
03.1.2.1;2;Short pour hommes ou garçons;Vêtements pour hommes ou garçons (SD)
03.1.2.1;1;Slip pour hommes ou garçons;Vêtements pour hommes ou garçons (SD)
03.1.2.1;1;Survêtement pour hommes ou garçons;Vêtements pour hommes ou garçons (SD)
03.1.2.1;2;Sweat pour hommes ou garçons;Vêtements pour hommes ou garçons (SD)
03.1.2.1;1;T.shirt pour hommes ou garçons;Vêtements pour hommes ou garçons (SD)
03.1.2.1;1;Treillis pour hommes ou garçons;Vêtements pour hommes ou garçons (SD)
03.1.2.1;1;Vêlement pour hommes ou garçons;Vêtements pour hommes ou garçons (SD)
03.1.2.1;2;Veste pour hommes ou garçons;Vêtements pour hommes ou garçons (SD)
03.1.2.2;1;Anorak pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;51;Bas pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;1;Bermuda pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;5;Blouson pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;4;Bustier pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;7;Caraco pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;2;Cardigan pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;1;Chandail pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;2;Chaussettes pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;14;Chemisier pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;192;Collant pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;4;Combinaison pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;14;Corsage pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;1;Corsaire pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;1;Culotte pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;1;Débardeur pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;5;Doudoune pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;2;Gilet pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;1;Habit pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;1;Haut pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;8;Jean pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;1;Jogging pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;49;Jupe pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;46;Legging pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;1;Lingerie pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;1;Maillot pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;4;Manteau pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;9;Nuisette pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;3;Pantacourt pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;1;Pantalon pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;2;Parka pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;2;Polaire pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;1;Pull pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;4;Pullover pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;164;Robe pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;2;Short pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;1;Survêtement pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;4;Sweat pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;1;Tee-shirt pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;3;Top pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;1;Tunique pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;5;Vêlement pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;5;Veste pour femmes ou filles;Vêtements pour femmes ou filles (SD)
03.1.2.2;1000;Vêtements femme ;Vêtements pour femmes ou filles
03.1.2.3;5;Bermuda pour bébés (de 0 à moins de 2 ans);Vêtements pour bébés (de 0 à moins de 2 ans) (SD)
03.1.2.3;3;Blouson pour bébés (de 0 à moins de 2 ans);Vêtements pour bébés (de 0 à moins de 2 ans) (SD)
03.1.2.3;1;Chaussettes pour bébés (de 0 à moins de 2 ans);Vêtements pour bébés (de 0 à moins de 2 ans) (SD)
03.1.2.3;2;Chemise pour bébés (de 0 à moins de 2 ans);Vêtements pour nourrissons (de 0 à moins de 2 ans) (SD)
03.1.2.3;2;Débardeur pour bébés (de 0 à moins de 2 ans);Vêtements pour nourrissons (de 0 à moins de 2 ans) (SD)
03.1.2.3;3;Doudoune pour bébés (de 0 à moins de 2 ans);Vêtements pour bébés (de 0 à moins de 2 ans) (SD)
03.1.2.3;5;Gigoteuse pour bébés (de 0 à moins de 2 ans);Vêtements pour nourrissons (de 0 à moins de 2 ans) (SD)
03.1.2.3;1;Gilet pour bébés (de 0 à moins de 2 ans);Vêtements pour bébés (de 0 à moins de 2 ans) (SD)
03.1.2.3;2;Grenouillère pour bébés (de 0 à moins de 2 ans);Vêtements pour nourrissons (de 0 à moins de 2 ans) (SD)
03.1.2.3;1;Habit pour bébés (de 0 à moins de 2 ans);Vêtements pour nourrissons (de 0 à moins de 2 ans) (SD)
03.1.2.3;1;Haut pour bébés (de 0 à moins de 2 ans);Vêtements pour nourrissons (de 0 à moins de 2 ans) (SD)
03.1.2.3;1;Imperméable pour bébés (de 0 à moins de 2 ans);Vêtements pour nourrissons (de 0 à moins de 2 ans) (SD)
03.1.2.3;7;Jean pour bébés (de 0 à moins de 2 ans);Vêtements pour bébés (de 0 à moins de 2 ans) (SD)
03.1.2.3;1;Jogging pour bébés (de 0 à moins de 2 ans);Vêtements pour nourrissons (de 0 à moins de 2 ans) (SD)
03.1.2.3;4;Manteau pour bébés (de 0 à moins de 2 ans);Vêtements pour bébés (de 0 à moins de 2 ans) (SD)
03.1.2.3;4;Pantalon pour bébés (de 0 à moins de 2 ans);Vêtements pour bébés (de 0 à moins de 2 ans) (SD)
03.1.2.3;1;Polaire pour bébés (de 0 à moins de 2 ans);Vêtements pour bébés (de 0 à moins de 2 ans) (SD)
03.1.2.3;1;Polo pour bébés (de 0 à moins de 2 ans);Vêtements pour bébés (de 0 à moins de 2 ans) (SD)
03.1.2.3;2;Pull pour bébés (de 0 à moins de 2 ans);Vêtements pour bébés (de 0 à moins de 2 ans) (SD)
03.1.2.3;2;Pyjama pour bébés (de 0 à moins de 2 ans);Vêtements pour bébés (de 0 à moins de 2 ans) (SD)
03.1.2.3;4;Short pour bébés (de 0 à moins de 2 ans);Vêtements pour bébés (de 0 à moins de 2 ans) (SD)
03.1.2.3;1;Tee-shirt pour bébés (de 0 à moins de 2 ans);Vêtements pour bébés (de 0 à moins de 2 ans) (SD)
03.1.2.3;2;Veste pour bébés (de 0 à moins de 2 ans);Vêtements pour bébés (de 0 à moins de 2 ans) (SD)
03.1.2.3;4;Vêtements pour bébés (de 0 à moins de 2 ans);Vêtements pour nourrissons (de 0 à moins de 2 ans) (SD)
03.1.3.1;3;Bandana;Autres articles d'habillement (SD)
03.1.3.1;2;Bandeau;Autres articles d'habillement (SD)
03.1.3.1;24;Bavoir;Autres articles d'habillement (SD)
03.1.3.1;1;Bretelle;Autres articles d'habillement (SD)
03.1.3.1;1;Cagoule;Autres articles d'habillement (SD)
03.1.3.1;29;Casquette;Autres articles d'habillement (SD)
03.1.3.1;40;Ceinture;Autres articles d'habillement (SD)
03.1.3.1;6;Châle;Autres articles d'habillement (SD)
03.1.3.1;25;Chapeau;Autres articles d'habillement (SD)
03.1.3.1;1;Chèche;Autres articles d'habillement (SD)
03.1.3.1;6;Cravate;Autres articles d'habillement (SD)
