product;code;libelle
Analyse de sang – Beckman Coulter;06.3.1.0;Services de soins curatifs et de réadaptation hospitaliers (S)
Médicaments anti‑asthme – GSK;06.3.1.0;Services de soins curatifs et de réadaptation hospitaliers (S)
Séjour de soins palliatifs – Hôpital Saint‑Antoine;06.3.1.0;Services de soins curatifs et de réadaptation hospitaliers (S)
Équipement de monitorage – Philips Healthcare;06.3.1.0;Services de soins curatifs et de réadaptation hospitaliers (S)
Médicaments anti‑hypotension – Roche;06.3.1.0;Services de soins curatifs et de réadaptation hospitaliers (S)
Séjour de néphrologie – Service néphrologie du CHU Paris;06.3.1.0;Services de soins curatifs et de réadaptation hospitaliers (S)
Imagerie cérébrale – GE Healthcare;06.3.1.0;Services de soins curatifs et de réadaptation hospitaliers (S)
Médicaments anti‑inflamatoires – Bayer;06.3.1.0;Services de soins curatifs et de réadaptation hospitaliers (S)
Séjour de rééducation orthopédique – Ortho‑Rehab Nice;06.3.1.0;Services de soins curatifs et de réadaptation hospitaliers (S)
Test de fonction hépatique – Abbott;06.3.1.0;Services de soins curatifs et de réadaptation hospitaliers (S)
Médicaments anti‑dépression – Sanofi;06.3.1.0;Services de soins curatifs et de réadaptation hospitaliers (S)
Séjour de réadaptation pulmonaire – Pulmo‑Rehab Bordeaux;06.3.1.0;Services de soins curatifs et de réadaptation hospitaliers (S)
Imagerie mammaire – Philips Healthcare;06.3.1.0;Services de soins curatifs et de réadaptation hospitaliers (S)
Médicaments anti‑coagulants – Pfizer;06.3.1.0;Services de soins curatifs et de réadaptation hospitaliers (S)
Séjour de réadaptation fonctionnelle – RehabTech Paris;06.3.1.0;Services de soins curatifs et de réadaptation hospitaliers (S)
Scanner abdominal – Siemens Healthineers;06.3.1.0;Services de soins curatifs et de réadaptation hospitaliers (S)
Médicaments anti‑tuberculose – GSK;06.3.1.0;Services de soins curatifs et de réadaptation hospitaliers (S)
Séjour de prise en charge de la sclérose en plaques – Centre Neuro‑Rehab Lyon;06.3.1.0;Services de soins curatifs et de réadaptation hospitaliers (S)
Imagerie vasculaire – GE Healthcare;06.3.1.0;Services de soins curatifs et de réadaptation hospitaliers (S)
Médicaments anti‑virus – Gilead Sciences;06.3.1.0;Services de soins curatifs et de réadaptation hospitaliers (S)
Séjour de rééducation respiratoire – Respira‑Rehab Nice;06.3.1.0;Services de soins curatifs et de réadaptation hospitaliers (S)
Analyse de coagulation – Roche Diagnostics;06.3.1.0;Services de soins curatifs et de réadaptation hospitaliers (S)
Médicaments anti‑hypoglycémiants – Bayer;06.3.1.0;Services de soins curatifs et de réadaptation hospitaliers (S)
Séjour de néonatologie – Service néonatal du CHU Rennes;06.3.1.0;Services de soins curatifs et de réadaptation hospitaliers (S)
Radiologie interventionnelle – Philips Healthcare;06.3.1.0;Services de soins curatifs et de réadaptation hospitaliers (S)
Médicaments anti‑dépression – Pfizer;06.3.1.0;Services de soins curatifs et de réadaptation hospitaliers (S)
Séjour de réadaptation orthopédique – Orthomedic Paris;06.3.1.0;Services de soins curatifs et de réadaptation hospitaliers (S)
Scanner cérébral – Siemens Healthineers;06.3.1.0;Services de soins curatifs et de réadaptation hospitaliers (S)
Médicaments anti‑asthme – GlaxoSmithKline;06.3.1.0;Services de soins curatifs et de réadaptation hospitaliers (S)
Séjour de prise en charge du diabète – Service diabétologie du CHU Marseille;06.3.1.0;Services de soins curatifs et de réadaptation hospitaliers (S)
Soins infirmiers Korian;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Hébergement Convalescence DomusVi;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Résidence Les Jardins d'Arcadie – Soins;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Service de nuit Hôpital Saint‑Louis;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Médicaments Sanofi – Nuit;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Infusions Baxter – 24 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Soins palliatifs Hospices de la Pitié;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Hébergement EHPAD Résidence du Château;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Soins infirmiers B. Braun – Nuit;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Séjour convalescentité Korian – 30 jours;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Service d’imagerie nocturne Siemens;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Lab. analyses Fresenius Kabi – 3 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Soins de rééducation DomusVi – 15 jours;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Hébergement maison de retraite médicalisée Les Mimosas;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Soins infirmiers Philips – 12 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Service de nuit Hôpital Cochin – 8 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Médicaments Roche – Soins continus;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Soins palliatifs Maison de l’Espoir;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Hébergement EHPAD Les Vignes – 1 mois;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Service d’urgence nocturne GE Healthcare;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Soins infirmiers Medtronic – 24 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Séjour de convalescence Résidence Saint‑Anne;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Soins infirmiers Abbott – Nuit;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Service d’imagerie diagnostic GE Healthcare;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Médicaments Novartis – Soins de nuit;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Hébergement maison de repos Korian – 2 semaines;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Soins palliatifs Hospices de la Salpêtrière;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Service de nuit Hôpital Necker – 12 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Infusions B. Braun – Soirée;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Soins infirmiers Fresenius Kabi – Nuit;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Hébergement EHPAD Les Orangers – 3 mois;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Service d’imagerie IRM Siemens – Nuit;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Médicaments Pfizer – Soins continus;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Soins de réadaptation DomusVi – 10 jours;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Séjour convalescentité Les Jardins d’Arcadie – 20 jours;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Service de nuit Hôpital Pitié‑Salpêtrière;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Soins infirmiers Philips – 8 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Hébergement maison de retraite médicale Résidence du Lac;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Médicaments GSK – Nuit;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Service d’imagerie CT Siemens – 4 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Soins palliatifs EHPAD Les Alouettes;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Hébergement Convalescence Korian – 45 jours;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Soins infirmiers Baxter – 12 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Service de nuit Hôpital Saint‑Antoine – 6 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Médicaments Lilly – Soins nocturnes;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Séjour de convalescence DomusVi – 25 jours;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Soins infirmiers B. Braun – 24 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Hébergement EHPAD Les Lilacs – 2 mois;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Service d’imagerie PET Siemens – Nuit;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Médicaments AstraZeneca – Nuit;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Soins palliatifs Maison de la Vie;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Hébergement maison de repos médicalisée Korian – 1 semaine;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Service de nuit Hôpital Tenon – 8 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Infusions Fresenius Kabi – 12 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Soins infirmiers Medtronic – 6 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Séjour convalescence Résidence Saint‑Michel – 30 jours;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Service d’imagerie radiologique GE Healthcare – Nuit;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Médicaments Sanofi – Soins 24 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Soins infirmiers Abbott – 8 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Hébergement EHPAD Les Tulipes – 3 semaines;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Service de nuit Hôpital Lariboisière – 10 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Médicaments Novartis – 24 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Soins palliatifs Hospices de la Charité;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Séjour de convalescence Korian – 15 jours;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Service d’imagerie CT Philips – Nuit;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Soins infirmiers Baxter – Nuit;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Hébergement maison de retraite médicale DomusVi – 2 mois;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Service de nuit Hôpital Bichat – 12 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Médicaments Roche – Soins continus;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Soins infirmiers B. Braun – 6 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Séjour convalescentité Les Jardins d’Arcadie – 40 jours;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Service d’imagerie IRM Siemens – 5 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Médicaments GSK – Nuit complète;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Soins palliatifs Maison du Cœur;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Hébergement EHPAD Les Rosiers – 1 mois;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Service de nuit Hôpital Saint‑Louis – 9 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Infusions Fresenius Kabi – 8 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Soins infirmiers Medtronic – 24 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Séjour de convalescence DomusVi – 20 jours;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Service d’imagerie PET GE Healthcare – Nuit;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Médicaments Pfizer – Soins de nuit;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Soins infirmiers Abbott – Nuit;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Hébergement maison de repos médicalisée Korian – 3 semaines;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Service de nuit Hôpital Tenon – 7 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Médicaments Lilly – 24 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Soins palliatifs Hospices de la Bienfaisance;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Séjour convalescence Résidence Saint‑Pierre – 35 jours;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Service d’imagerie CT Philips – 6 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Soins infirmiers Baxter – 10 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Hébergement EHPAD Les Violettes – 2 mois;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Service de nuit Hôpital Lariboisière – 11 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Médicaments AstraZeneca – Soins continus;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Soins infirmiers B. Braun – 12 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Séjour de convalescence Korian – 25 jours;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Service d’imagerie IRM Siemens – Nuit;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Médicaments Sanofi – Soins 12 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Soins palliatifs Maison des Anges;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Hébergement maison de retraite médicale DomusVi – 1 mois;06.3.2.0;Services de soins de longue durée hospitaliers (S)
Service de nuit Hôpital Bichat – 8 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
100. Infusions Fresenius Kabi – Soirée;06.3.2.0;Services de soins de longue durée hospitaliers (S)
101. Soins infirmiers Medtronic – 8 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
102. Séjour convalescentité Les Jardins d’Arcadie – 28 jours;06.3.2.0;Services de soins de longue durée hospitaliers (S)
103. Service d’imagerie PET Siemens – 4 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
104. Médicaments Roche – Nuit;06.3.2.0;Services de soins de longue durée hospitaliers (S)
105. Soins infirmiers Abbott – 6 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
106. Hébergement EHPAD Les Marguerites – 45 jours;06.3.2.0;Services de soins de longue durée hospitaliers (S)
107. Service de nuit Hôpital Saint‑Antoine – 10 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
108. Médicaments Novartis – Soins nocturnes;06.3.2.0;Services de soins de longue durée hospitaliers (S)
109. Soins palliatifs Hospices du Bonheur;06.3.2.0;Services de soins de longue durée hospitaliers (S)
110. Séjour de convalescence Korian – 18 jours;06.3.2.0;Services de soins de longue durée hospitaliers (S)
111. Service d’imagerie CT GE Healthcare – Nuit;06.3.2.0;Services de soins de longue durée hospitaliers (S)
112. Soins infirmiers Baxter – 14 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
113. Hébergement maison de repos médicalisée DomusVi – 3 semaines;06.3.2.0;Services de soins de longue durée hospitaliers (S)
114. Service de nuit Hôpital Tenon – 9 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
115. Médicaments GSK – 24 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
116. Soins infirmiers B. Braun – 8 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
117. Séjour convalescentité Résidence Saint‑Claude – 30 jours;06.3.2.0;Services de soins de longue durée hospitaliers (S)
118. Service d’imagerie IRM Philips – Nuit;06.3.2.0;Services de soins de longue durée hospitaliers (S)
119. Médicaments Pfizer – Soins 12 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
120. Soins palliatifs Maison du Souvenir;06.3.2.0;Services de soins de longue durée hospitaliers (S)
121. Hébergement EHPAD Les Lilac – 2 mois;06.3.2.0;Services de soins de longue durée hospitaliers (S)
122. Service de nuit Hôpital Lariboisière – 6 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
123. Infusions Fresenius Kabi – 10 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
124. Soins infirmiers Medtronic – 12 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
125. Séjour de convalescence DomusVi – 22 jours;06.3.2.0;Services de soins de longue durée hospitaliers (S)
126. Service d’imagerie PET Siemens – 7 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
127. Médicaments Sanofi – Nuit complète;06.3.2.0;Services de soins de longue durée hospitaliers (S)
128. Soins infirmiers Abbott – 10 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
129. Hébergement maison de retraite médicale Korian – 1 mois;06.3.2.0;Services de soins de longue durée hospitaliers (S)
130. Service de nuit Hôpital Bichat – 9 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
131. Médicaments AstraZeneca – Soins continus;06.3.2.0;Services de soins de longue durée hospitaliers (S)
132. Soins palliatifs Hospices de la Sérénité;06.3.2.0;Services de soins de longue durée hospitaliers (S)
133. Séjour convalescence Résidence du Parc – 27 jours;06.3.2.0;Services de soins de longue durée hospitaliers (S)
134. Service d’imagerie CT Philips – 5 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
135. Soins infirmiers Baxter – Nuit;06.3.2.0;Services de soins de longue durée hospitaliers (S)
136. Hébergement EHPAD Les Érables – 3 mois;06.3.2.0;Services de soins de longue durée hospitaliers (S)
137. Service de nuit Hôpital Saint‑Louis – 8 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
138. Médicaments Roche – Soins 24 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
139. Soins infirmiers B. Braun – 14 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
140. Séjour de convalescence Korian – 32 jours;06.3.2.0;Services de soins de longue durée hospitaliers (S)
141. Service d’imagerie IRM Siemens – 6 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
142. Médicaments Novartis – Nuit;06.3.2.0;Services de soins de longue durée hospitaliers (S)
143. Soins palliatifs Maison des Cœurs;06.3.2.0;Services de soins de longue durée hospitaliers (S)
144. Hébergement maison de repos médicalisée DomusVi – 2 mois;06.3.2.0;Services de soins de longue durée hospitaliers (S)
145. Service de nuit Hôpital Tenor – 7 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
146. Infusions Fresenius Kabi – 12 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
147. Soins infirmiers Medtronic – Nuit;06.3.2.0;Services de soins de longue durée hospitaliers (S)
148. Séjour convalescentité Les Jardins d’Arcadie – 38 jours;06.3.2.0;Services de soins de longue durée hospitaliers (S)
149. Service d’imagerie PET GE Healthcare – Nuit;06.3.2.0;Services de soins de longue durée hospitaliers (S)
150. Médicaments GSK – Soins continus;06.3.2.0;Services de soins de longue durée hospitaliers (S)
151. Soins infirmiers Abbott – 8 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
152. Hébergement EHPAD Les Roses – 1 mois;06.3.2.0;Services de soins de longue durée hospitaliers (S)
153. Service de nuit Hôpital Saint‑Antoine – 11 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
154. Médicaments Sanofi – 24 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
155. Soins palliatifs Hospices de la Vie;06.3.2.0;Services de soins de longue durée hospitaliers (S)
156. Séjour de convalescence DomusVi – 30 jours;06.3.2.0;Services de soins de longue durée hospitaliers (S)
157. Service d’imagerie CT Siemens – 5 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
158. Soins infirmiers Baxter – 6 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
159. Hébergement maison de retraite médicale Korian – 2 mois;06.3.2.0;Services de soins de longue durée hospitaliers (S)
160. Service de nuit Hôpital Bichat – 10 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
161. Médicaments Pfizer – Nuit complète;06.3.2.0;Services de soins de longue durée hospitaliers (S)
162. Soins infirmiers B. Braun – 12 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
163. Séjour convalescentité Résidence Saint‑Jacques – 28 jours;06.3.2.0;Services de soins de longue durée hospitaliers (S)
164. Service d’imagerie IRM Philips – 7 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
165. Médicaments Novartis – Soins 12 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
166. Soins palliatifs Maison du Repos;06.3.2.0;Services de soins de longue durée hospitaliers (S)
167. Hébergement EHPAD Les Cèdres – 45 jours;06.3.2.0;Services de soins de longue durée hospitaliers (S)
168. Service de nuit Hôpital Tenon – 9 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
169. Infusions Fresenius Kabi – 8 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
170. Soins infirmiers Medtronic – 10 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
171. Séjour de convalescence Korian – 20 jours;06.3.2.0;Services de soins de longue durée hospitaliers (S)
172. Service d’imagerie PET Siemens – 6 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
173. Médicaments Roche – Nuit;06.3.2.0;Services de soins de longue durée hospitaliers (S)
174. Soins infirmiers Abbott – 14 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
175. Hébergement maison de repos médicalisée DomusVi – 1 mois;06.3.2.0;Services de soins de longue durée hospitaliers (S)
176. Service de nuit Hôpital Lariboisière – 8 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
177. Médicaments GSK – Soins continus;06.3.2.0;Services de soins de longue durée hospitaliers (S)
178. Soins palliatifs Hospices de l’Espoir;06.3.2.0;Services de soins de longue durée hospitaliers (S)
179. Séjour convalescence Résidence du Soleil – 35 jours;06.3.2.0;Services de soins de longue durée hospitaliers (S)
180. Service d’imagerie CT Philips – 4 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
181. Soins infirmiers Baxter – Nuit;06.3.2.0;Services de soins de longue durée hospitaliers (S)
182. Hébergement EHPAD Les Véroniques – 2 mois;06.3.2.0;Services de soins de longue durée hospitaliers (S)
183. Service de nuit Hôpital Saint‑Louis – 7 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
184. Médicaments Sanofi – 12 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
185. Soins infirmiers B. Braun – 10 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
186. Séjour de convalescence DomusVi – 27 jours;06.3.2.0;Services de soins de longue durée hospitaliers (S)
187. Service d’imagerie IRM Siemens – Nuit;06.3.2.0;Services de soins de longue durée hospitaliers (S)
188. Médicaments AstraZeneca – Soins 24 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
189. Soins palliatifs Maison de la Paix;06.3.2.0;Services de soins de longue durée hospitaliers (S)
190. Hébergement maison de retraite médicale Korian – 3 semaines;06.3.2.0;Services de soins de longue durée hospitaliers (S)
191. Service de nuit Hôpital Tenon – 6 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
192. Infusions Fresenius Kabi – 14 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
193. Soins infirmiers Medtronic – Nuit;06.3.2.0;Services de soins de longue durée hospitaliers (S)
194. Séjour convalescentité Les Jardins d’Arcadie – 31 jours;06.3.2.0;Services de soins de longue durée hospitaliers (S)
195. Service d’imagerie PET GE Healthcare – 5 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
196. Médicaments Novartis – Nuit complète;06.3.2.0;Services de soins de longue durée hospitaliers (S)
197. Soins infirmiers Abbott – 8 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
198. Hébergement EHPAD Les Glaïeuls – 1 mois;06.3.2.0;Services de soins de longue durée hospitaliers (S)
199. Service de nuit Hôpital Bichat – 9 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
200. Médicaments Roche – Soins continus;06.3.2.0;Services de soins de longue durée hospitaliers (S)
201. Soins palliatifs Hospices de la Lumière;06.3.2.0;Services de soins de longue durée hospitaliers (S)
202. Séjour de convalescence Korian – 22 jours;06.3.2.0;Services de soins de longue durée hospitaliers (S)
203. Service d’imagerie CT Siemens – 6 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
204. Soins infirmiers Baxter – 12 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
205. Hébergement maison de repos médicalisée DomusVi – 2 mois;06.3.2.0;Services de soins de longue durée hospitaliers (S)
206. Service de nuit Hôpital Saint‑Antoine – 10 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
207. Médicaments GSK – Nuit;06.3.2.0;Services de soins de longue durée hospitaliers (S)
208. Soins infirmiers B. Braun – 6 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
209. Séjour convalescentité Résidence Saint‑Thérèse – 30 jours;06.3.2.0;Services de soins de longue durée hospitaliers (S)
210. Service d’imagerie IRM Philips – 8 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
211. Médicaments Pfizer – Soins nocturnes;06.3.2.0;Services de soins de longue durée hospitaliers (S)
212. Soins palliatifs Maison du Bien‑Être;06.3.2.0;Services de soins de longue durée hospitaliers (S)
213. Hébergement EHPAD Les Mimosas – 3 semaines;06.3.2.0;Services de soins de longue durée hospitaliers (S)
214. Service de nuit Hôpital Tenon – 7 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
215. Infusions Fresenius Kabi – 10 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
216. Soins infirmiers Medtronic – 14 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
217. Séjour de convalescence Korian – 28 jours;06.3.2.0;Services de soins de longue durée hospitaliers (S)
218. Service d’imagerie PET Siemens – 4 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
219. Médicaments Sanofi – Nuit complète;06.3.2.0;Services de soins de longue durée hospitaliers (S)
220. Soins infirmiers Abbott – 6 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
221. Hébergement maison de retraite médicale DomusVi – 1 mois;06.3.2.0;Services de soins de longue durée hospitaliers (S)
222. Service de nuit Hôpital Lariboisière – 9 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
223. Médicaments AstraZeneca – Soins 24 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
224. Soins palliatifs Hospices de la Trinité;06.3.2.0;Services de soins de longue durée hospitaliers (S)
225. Séjour convalescentité Résidence du Lac – 33 jours;06.3.2.0;Services de soins de longue durée hospitaliers (S)
226. Service d’imagerie CT Philips – 5 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
227. Soins infirmiers Baxter – Nuit;06.3.2.0;Services de soins de longue durée hospitaliers (S)
228. Hébergement EHPAD Les Tulipes – 2 mois;06.3.2.0;Services de soins de longue durée hospitaliers (S)
229. Service de nuit Hôpital Saint‑Louis – 8 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
230. Médicaments Roche – Soins nocturnes;06.3.2.0;Services de soins de longue durée hospitaliers (S)
231. Soins infirmiers B. Braun – 12 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
232. Séjour de convalescence Korian – 25 jours;06.3.2.0;Services de soins de longue durée hospitaliers (S)
233. Service d’imagerie IRM Siemens – 7 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
234. Médicaments Novartis – 24 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
235. Soins palliatifs Maison des Sages;06.3.2.0;Services de soins de longue durée hospitaliers (S)
236. Hébergement maison de repos médicalisée DomusVi – 3 semaines;06.3.2.0;Services de soins de longue durée hospitaliers (S)
237. Service de nuit Hôpital Tenon – 6 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
238. Infusions Fresenius Kabi – 8 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
239. Soins infirmiers Medtronic – 10 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
240. Séjour convalescentité Les Jardins d’Arcadie – 36 jours;06.3.2.0;Services de soins de longue durée hospitaliers (S)
241. Service d’imagerie PET GE Healthcare – 5 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
242. Médicaments GSK – Nuit complète;06.3.2.0;Services de soins de longue durée hospitaliers (S)
243. Soins infirmiers Abbott – 12 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
244. Hébergement EHPAD Les Rosiers – 1 mois;06.3.2.0;Services de soins de longue durée hospitaliers (S)
245. Service de nuit Hôpital Bichat – 9 h;06.3.2.0;Services de soins de longue durée hospitaliers (S)
246. Médicaments Sanofi – Soins continus;06.3.2.0;Services de soins de longue durée hospitaliers (S)
247. Soins palliatifs Hospices de la Charité;06.3.2.0;Services de soins de longue durée hospitaliers (S)
